Species	Strains	Abbreviation	Accession	Genome_size	GC content (%)	Complete 	Download	Reference	Reference_link	Note.
Fusarium bactridioides	CBS 100057	NeFbCBS100057	MT010927.1	68193	31.6	Y	https://www.ncbi.nlm.nih.gov/nuccore/MT010927.1	Brankovics B, van Diepeningen AD, de Hoog GS, et al. Detecting Introgression Between Members of the Fusarium fujikuroi and F. oxysporum Species Complexes by Comparative Mitogenomics. Front. Microbiol. 2020,11:1092.	https://doi.org/10.3389/fmicb.2020.01092	 --
Fusarium bambusae	5137	NeFb5137	NC_044490.1	63593	31.92	Y	https://www.ncbi.nlm.nih.gov/nuccore/NC_044490.1	Wang XC, Zeng ZQ, Zhuang WY. The complete mitochondrial genome of the bambusicolous fungus Fusarium bambusae (Nectriaceae, Ascomycota). Mitochondrial DNA B Resour. 2018,3(2):1147-1148.	https://doi.org/10.1080/23802359.2018.1522979	 --
Fusarium begoniae	CBS 452.97	NeFbCBS452.97	MT010929.1	75244	31.82	Y	https://www.ncbi.nlm.nih.gov/nuccore/MT010929.1	Brankovics B, van Diepeningen AD, de Hoog GS, et al. Detecting Introgression Between Members of the Fusarium fujikuroi and F. oxysporum Species Complexes by Comparative Mitogenomics. Front. Microbiol. 2020,11:1092.	https://doi.org/10.3389/fmicb.2020.01092	 --
Fusarium boothii	CBS110251	NeFbCBS110251	NC_063719.1	98485	31.68	Y	https://www.ncbi.nlm.nih.gov/nuccore/NC_063719.1	Wyrębek J, Molcan T, Myszczyński K, et al. Uncovering Diagnostic Value of Mitogenome for Identification of Cryptic Species Fusarium graminearum Sensu Stricto. Front Microbiol. 2021,12:714651.	https://doi.org/10.3389/fmicb.2021.714651	 --
Fusarium boothii	CBS31673	NeFbCBS31673	MW182657.1	102456	31.84	Y	https://www.ncbi.nlm.nih.gov/nuccore/MW182657.1	Wyrębek J, Molcan T, Myszczyński K, et al. Uncovering Diagnostic Value of Mitogenome for Identification of Cryptic Species Fusarium graminearum Sensu Stricto. Front Microbiol. 2021,12:714651.	https://doi.org/10.3389/fmicb.2021.714651	 --
Fusarium boothii	CBS119170	NeFbCBS119170	MW182656.1	98523	31.59	Y	https://www.ncbi.nlm.nih.gov/nuccore/MW182656.1	Wyrębek J, Molcan T, Myszczyński K, et al. Uncovering Diagnostic Value of Mitogenome for Identification of Cryptic Species Fusarium graminearum Sensu Stricto. Front Microbiol. 2021,12:714651.	https://doi.org/10.3389/fmicb.2021.714651	 --
Fusarium brasilicum	CBS119179	NeFbCBS119179	NC_063720.1	93602	32.07	Y	https://www.ncbi.nlm.nih.gov/nuccore/NC_063720.1	Wyrębek J, Molcan T, Myszczyński K, et al. Uncovering Diagnostic Value of Mitogenome for Identification of Cryptic Species Fusarium graminearum Sensu Stricto. Front Microbiol. 2021,12:714651.	https://doi.org/10.3389/fmicb.2021.714651	 --
Fusarium brasilicum	CBS119180	NeFbCBS119180	MW182659.1	93625	32.07	Y	https://www.ncbi.nlm.nih.gov/nuccore/MW182659.1	Wyrębek J, Molcan T, Myszczyński K, et al. Uncovering Diagnostic Value of Mitogenome for Identification of Cryptic Species Fusarium graminearum Sensu Stricto. Front Microbiol. 2021,12:714651.	https://doi.org/10.3389/fmicb.2021.714651	 --
Fusarium brevicatenulatum	CBS 404.97	NeFbCBS404.97	MT010923.1	71537	31.77	Y	https://www.ncbi.nlm.nih.gov/nuccore/MT010923.1	Brankovics B, van Diepeningen AD, de Hoog GS, et al. Detecting Introgression Between Members of the Fusarium fujikuroi and F. oxysporum Species Complexes by Comparative Mitogenomics. Front. Microbiol. 2020,11:1092.	https://doi.org/10.3389/fmicb.2020.01092	 --
Fusarium cerealis	37031	NeFc37031	NC_046567.1	93160	31.74	Y	https://www.ncbi.nlm.nih.gov/nuccore/NC_046567.1	Kulik T, Brankovics B, van Diepeningen AD, et al. Diversity of Mobile Genetic Elements in the Mitogenomes of Closely Related Fusarium culmorum and F. graminearum sensu stricto Strains and Its Implication for Diagnostic Purposes. Front Microbiol. 2020,11:1002.	https://doi.org/10.3389/fmicb.2020.01002	 --
Fusarium cerealis	S18-34	NeFcS18-34	MT036646.1	94424	31.88	Y	https://www.ncbi.nlm.nih.gov/nuccore/MT036646.1	Kulik T, Brankovics B, van Diepeningen AD, et al. Diversity of Mobile Genetic Elements in the Mitogenomes of Closely Related Fusarium culmorum and F. graminearum sensu stricto Strains and Its Implication for Diagnostic Purposes. Front Microbiol. 2020,11:1002.	https://doi.org/10.3389/fmicb.2020.01002	 --
Fusarium cerealis	CBS_110268	NeFcCBS110268	MT036645.1	94544	31.89	Y	https://www.ncbi.nlm.nih.gov/nuccore/MT036645.1	Kulik T, Brankovics B, van Diepeningen AD, et al. Diversity of Mobile Genetic Elements in the Mitogenomes of Closely Related Fusarium culmorum and F. graminearum sensu stricto Strains and Its Implication for Diagnostic Purposes. Front Microbiol. 2020,11:1002.	https://doi.org/10.3389/fmicb.2020.01002	 --
Fusarium cerealis	CBS_623.85	NeFcCBS623.85	MT036644.1	93282	31.75	Y	https://www.ncbi.nlm.nih.gov/nuccore/MT036644.1	Kulik T, Brankovics B, van Diepeningen AD, et al. Diversity of Mobile Genetic Elements in the Mitogenomes of Closely Related Fusarium culmorum and F. graminearum sensu stricto Strains and Its Implication for Diagnostic Purposes. Front Microbiol. 2020,11:1002.	https://doi.org/10.3389/fmicb.2020.01002	 --
Fusarium cerealis	CBS_314.73	NeFcCBS314.73	MT036643.1	95372	31.83	Y	https://www.ncbi.nlm.nih.gov/nuccore/MT036643.1	Kulik T, Brankovics B, van Diepeningen AD, et al. Diversity of Mobile Genetic Elements in the Mitogenomes of Closely Related Fusarium culmorum and F. graminearum sensu stricto Strains and Its Implication for Diagnostic Purposes. Front Microbiol. 2020,11:1002.	https://doi.org/10.3389/fmicb.2020.01002	 --
Fusarium cerealis	CBS_195.80	NeFcCBS195.80	MT036642.1	95493	31.85	Y	https://www.ncbi.nlm.nih.gov/nuccore/MT036642.1	Kulik T, Brankovics B, van Diepeningen AD, et al. Diversity of Mobile Genetic Elements in the Mitogenomes of Closely Related Fusarium culmorum and F. graminearum sensu stricto Strains and Its Implication for Diagnostic Purposes. Front Microbiol. 2020,11:1002.	https://doi.org/10.3389/fmicb.2020.01002	 --
Fusarium cerealis	64722	NeFc64722	MT036641.1	92816	31.7	Y	https://www.ncbi.nlm.nih.gov/nuccore/MT036641.1	Kulik T, Brankovics B, van Diepeningen AD, et al. Diversity of Mobile Genetic Elements in the Mitogenomes of Closely Related Fusarium culmorum and F. graminearum sensu stricto Strains and Its Implication for Diagnostic Purposes. Front Microbiol. 2020,11:1002.	https://doi.org/10.3389/fmicb.2020.01002	 --
Fusarium cerealis	41727	NeFc41727	MT036640.1	94075	31.83	Y	https://www.ncbi.nlm.nih.gov/nuccore/MT036640.1	Kulik T, Brankovics B, van Diepeningen AD, et al. Diversity of Mobile Genetic Elements in the Mitogenomes of Closely Related Fusarium culmorum and F. graminearum sensu stricto Strains and Its Implication for Diagnostic Purposes. Front Microbiol. 2020,11:1002.	https://doi.org/10.3389/fmicb.2020.01002	 --
Fusarium circinatum	 --	NeFcNC_022681	NC_022681.1	67109	31.45	Y	https://www.ncbi.nlm.nih.gov/nuccore/NC_022681.1	Fourie G, van der Merwe NA, Wingfield BD, et al. Evidence for inter-specific recombination among the mitochondrial genomes of Fusarium species in the Gibberella fujikuroi complex. BMC Genomics. 2013,14:605.	https://doi.org/10.1186/1471-2164-14-605	 --
Fusarium circinatum	FK870_A2	NeFcFK870_A2	CM033340.1	67559	31.49	Y	https://www.ncbi.nlm.nih.gov/nuccore/CM033340.1	Gordon TR, Henry PM, Jenner BN, et al. Spontaneous changes in somatic compatibility in Fusarium circinatum. Fungal Biol. 2021,125(9):725-732.	https://doi.org/10.1016/j.funbio.2021.04.008	 --
Fusarium circinatum	FL72_t3	NeFcFL72_t3	CM033339.1	67561	31.49	Y	https://www.ncbi.nlm.nih.gov/nuccore/CM033339.1	Gordon TR, Henry PM, Jenner BN, et al. Spontaneous changes in somatic compatibility in Fusarium circinatum. Fungal Biol. 2021,125(9):725-732.		 --
Fusarium commune	JCM11502	NeFcJCM11502	NC_036106.1	47526	32.42	Y	https://www.ncbi.nlm.nih.gov/nuccore/NC_036106.1	Brankovics B, van Dam P, Rep M, et al. Mitochondrial genomes reveal recombination in the presumed asexual Fusarium oxysporum species complex. BMC Genomics. 2017,18(1):735.	https://doi.org/10.1186/s12864-017-4116-5	 --
Fusarium commune	16-560	NeFc16-560	OR528739.1	47485	32.41	Y	https://www.ncbi.nlm.nih.gov/nuccore/OR528739.1	 --	 --	 --
Fusarium concentricum	CBS 450.97	NeFcCBS450.97	MT010911.1	46792	32.88	Y	https://www.ncbi.nlm.nih.gov/nuccore/MT010911.1	Brankovics B, van Diepeningen AD, de Hoog GS, et al. Detecting Introgression Between Members of the Fusarium fujikuroi and F. oxysporum Species Complexes by Comparative Mitogenomics. Front. Microbiol. 2020,11:1092.	https://doi.org/10.3389/fmicb.2020.01092	 --
Fusarium cortaderiae	CBS119183	NeFcCBS119183	NC_063721.1	88409	31.94	Y	https://www.ncbi.nlm.nih.gov/nuccore/NC_063721.1	Wyrębek J, Molcan T, Myszczyński K, et al. Uncovering Diagnostic Value of Mitogenome for Identification of Cryptic Species Fusarium graminearum Sensu Stricto. Front Microbiol. 2021,12:714651.	https://doi.org/10.3389/fmicb.2021.714651	 --
Fusarium cortaderiae	CBS123659	NeFcCBS123659	MW182662.1	94173	31.79	Y	https://www.ncbi.nlm.nih.gov/nuccore/MW182662.1	Wyrębek J, Molcan T, Myszczyński K, et al. Uncovering Diagnostic Value of Mitogenome for Identification of Cryptic Species Fusarium graminearum Sensu Stricto. Front Microbiol. 2021,12:714651.	https://doi.org/10.3389/fmicb.2021.714651	 --
Fusarium cortaderiae	CBS123655	NeFcCBS123655	MW182661.1	93074	31.78	Y	https://www.ncbi.nlm.nih.gov/nuccore/MW182661.1	Wyrębek J, Molcan T, Myszczyński K, et al. Uncovering Diagnostic Value of Mitogenome for Identification of Cryptic Species Fusarium graminearum Sensu Stricto. Front Microbiol. 2021,12:714651.	https://doi.org/10.3389/fmicb.2021.714651	 --
Fusarium culmorum	CBS 139512	NeFcCBS139512	NC_026993.1	103844	31.68	Y	https://www.ncbi.nlm.nih.gov/nuccore/NC_026993.1	Kulik T, Brankovics B, Sawicki J, et al. The complete mitogenome of Fusarium culmorum. Mitochondrial DNA A DNA Mapp Seq Anal. 2016,27(4):2425-2426.	https://doi.org/10.3109/19401736.2015.1030626	 --
Fusarium culmorum	Z_Fc_0505	NeFcZ_Fc_0505	MT036679.1	103844	31.68	Y	https://www.ncbi.nlm.nih.gov/nuccore/MT036679.1	Kulik T, Brankovics B, van Diepeningen AD, et al. Diversity of Mobile Genetic Elements in the Mitogenomes of Closely Related Fusarium culmorum and F. graminearum sensu stricto Strains and Its Implication for Diagnostic Purposes. Front Microbiol. 2020,11:1002.	https://doi.org/10.3389/fmicb.2020.01002	 --
Fusarium culmorum	PoFc_0705	NeFcPoFc_0705	MT036678.1	103844	31.68	Y	https://www.ncbi.nlm.nih.gov/nuccore/MT036678.1	Kulik T, Brankovics B, van Diepeningen AD, et al. Diversity of Mobile Genetic Elements in the Mitogenomes of Closely Related Fusarium culmorum and F. graminearum sensu stricto Strains and Its Implication for Diagnostic Purposes. Front Microbiol. 2020,11:1002.	https://doi.org/10.3389/fmicb.2020.01002	 --
Fusarium culmorum	MU12A 	NeFcMU12A	MT036677.1	103845	31.68	Y	https://www.ncbi.nlm.nih.gov/nuccore/MT036677.1	Kulik T, Brankovics B, van Diepeningen AD, et al. Diversity of Mobile Genetic Elements in the Mitogenomes of Closely Related Fusarium culmorum and F. graminearum sensu stricto Strains and Its Implication for Diagnostic Purposes. Front Microbiol. 2020,11:1002.	https://doi.org/10.3389/fmicb.2020.01002	 --
Fusarium culmorum	MCR_366	NeFcMCR_366	MT036676.1	106333	31.57	Y	https://www.ncbi.nlm.nih.gov/nuccore/MT036676.1	Kulik T, Brankovics B, van Diepeningen AD, et al. Diversity of Mobile Genetic Elements in the Mitogenomes of Closely Related Fusarium culmorum and F. graminearum sensu stricto Strains and Its Implication for Diagnostic Purposes. Front Microbiol. 2020,11:1002.	https://doi.org/10.3389/fmicb.2020.01002	 --
Fusarium culmorum	MCR_331	NeFcMCR_331	MT036675.1	103253	31.61	Y	https://www.ncbi.nlm.nih.gov/nuccore/MT036675.1	Kulik T, Brankovics B, van Diepeningen AD, et al. Diversity of Mobile Genetic Elements in the Mitogenomes of Closely Related Fusarium culmorum and F. graminearum sensu stricto Strains and Its Implication for Diagnostic Purposes. Front Microbiol. 2020,11:1002.	https://doi.org/10.3389/fmicb.2020.01002	 --
Fusarium culmorum	MCR_321 	NeFcMCR_321	MT036674.1	106212	31.56	Y	https://www.ncbi.nlm.nih.gov/nuccore/MT036674.1	Kulik T, Brankovics B, van Diepeningen AD, et al. Diversity of Mobile Genetic Elements in the Mitogenomes of Closely Related Fusarium culmorum and F. graminearum sensu stricto Strains and Its Implication for Diagnostic Purposes. Front Microbiol. 2020,11:1002.	https://doi.org/10.3389/fmicb.2020.01002	 --
Fusarium culmorum	MCR_320	NeFcMCR_320	MT036673.1	105153	31.61	Y	https://www.ncbi.nlm.nih.gov/nuccore/MT036673.1	Kulik T, Brankovics B, van Diepeningen AD, et al. Diversity of Mobile Genetic Elements in the Mitogenomes of Closely Related Fusarium culmorum and F. graminearum sensu stricto Strains and Its Implication for Diagnostic Purposes. Front Microbiol. 2020,11:1002.	https://doi.org/10.3389/fmicb.2020.01002	 --
Fusarium culmorum	Kz-291216	NeFcKz-291216	MT036672.1	105154	31.61	Y	https://www.ncbi.nlm.nih.gov/nuccore/MT036672.1	Kulik T, Brankovics B, van Diepeningen AD, et al. Diversity of Mobile Genetic Elements in the Mitogenomes of Closely Related Fusarium culmorum and F. graminearum sensu stricto Strains and Its Implication for Diagnostic Purposes. Front Microbiol. 2020,11:1002.	https://doi.org/10.3389/fmicb.2020.01002	 --
Fusarium culmorum	Kz-200315	NeFcKz-200315	MT036671.1	105152	31.61	Y	https://www.ncbi.nlm.nih.gov/nuccore/MT036671.1	Kulik T, Brankovics B, van Diepeningen AD, et al. Diversity of Mobile Genetic Elements in the Mitogenomes of Closely Related Fusarium culmorum and F. graminearum sensu stricto Strains and Its Implication for Diagnostic Purposes. Front Microbiol. 2020,11:1002.	https://doi.org/10.3389/fmicb.2020.01002	 --
Fusarium culmorum	KP-1136-66	NeFcKP-1136-66	MT036670.1	105625	31.66	Y	https://www.ncbi.nlm.nih.gov/nuccore/MT036670.1	Kulik T, Brankovics B, van Diepeningen AD, et al. Diversity of Mobile Genetic Elements in the Mitogenomes of Closely Related Fusarium culmorum and F. graminearum sensu stricto Strains and Its Implication for Diagnostic Purposes. Front Microbiol. 2020,11:1002.	https://doi.org/10.3389/fmicb.2020.01002	 --
Fusarium culmorum	Gerst11	NeFcGerst11	MT036669.1	103845	31.68	Y	https://www.ncbi.nlm.nih.gov/nuccore/MT036669.1	Kulik T, Brankovics B, van Diepeningen AD, et al. Diversity of Mobile Genetic Elements in the Mitogenomes of Closely Related Fusarium culmorum and F. graminearum sensu stricto Strains and Its Implication for Diagnostic Purposes. Front Microbiol. 2020,11:1002.	https://doi.org/10.3389/fmicb.2020.01002	 --
Fusarium culmorum	F5B	NeFcF5B	MT036668.1	106809	31.63	Y	https://www.ncbi.nlm.nih.gov/nuccore/MT036668.1	Kulik T, Brankovics B, van Diepeningen AD, et al. Diversity of Mobile Genetic Elements in the Mitogenomes of Closely Related Fusarium culmorum and F. graminearum sensu stricto Strains and Its Implication for Diagnostic Purposes. Front Microbiol. 2020,11:1002.	https://doi.org/10.3389/fmicb.2020.01002	 --
Fusarium culmorum	CBS_110568	NeFcCBS110568	MT036667.1	103369	31.63	Y	https://www.ncbi.nlm.nih.gov/nuccore/MT036667.1	Kulik T, Brankovics B, van Diepeningen AD, et al. Diversity of Mobile Genetic Elements in the Mitogenomes of Closely Related Fusarium culmorum and F. graminearum sensu stricto Strains and Its Implication for Diagnostic Purposes. Front Microbiol. 2020,11:1002.	https://doi.org/10.3389/fmicb.2020.01002	 --
Fusarium culmorum	CBS_579.97	NeFcCBS579.97	MT036666.1	103843	31.67	Y	https://www.ncbi.nlm.nih.gov/nuccore/MT036666.1	Kulik T, Brankovics B, van Diepeningen AD, et al. Diversity of Mobile Genetic Elements in the Mitogenomes of Closely Related Fusarium culmorum and F. graminearum sensu stricto Strains and Its Implication for Diagnostic Purposes. Front Microbiol. 2020,11:1002.	https://doi.org/10.3389/fmicb.2020.01002	 --
Fusarium culmorum	CBS_256.51	NeFcCBS256.51	MT036665.1	103373	31.63	Y	https://www.ncbi.nlm.nih.gov/nuccore/MT036665.1	Kulik T, Brankovics B, van Diepeningen AD, et al. Diversity of Mobile Genetic Elements in the Mitogenomes of Closely Related Fusarium culmorum and F. graminearum sensu stricto Strains and Its Implication for Diagnostic Purposes. Front Microbiol. 2020,11:1002.	https://doi.org/10.3389/fmicb.2020.01002	 --
Fusarium culmorum	CBS_173.31	NeFcCBS173.31	MT036664.1	103845	31.68	Y	https://www.ncbi.nlm.nih.gov/nuccore/MT036664.1	Kulik T, Brankovics B, van Diepeningen AD, et al. Diversity of Mobile Genetic Elements in the Mitogenomes of Closely Related Fusarium culmorum and F. graminearum sensu stricto Strains and Its Implication for Diagnostic Purposes. Front Microbiol. 2020,11:1002.	https://doi.org/10.3389/fmicb.2020.01002	 --
Fusarium culmorum	1711	NeFc1711	MT036663.1	105024	31.64	Y	https://www.ncbi.nlm.nih.gov/nuccore/MT036663.1	Kulik T, Brankovics B, van Diepeningen AD, et al. Diversity of Mobile Genetic Elements in the Mitogenomes of Closely Related Fusarium culmorum and F. graminearum sensu stricto Strains and Its Implication for Diagnostic Purposes. Front Microbiol. 2020,11:1002.	https://doi.org/10.3389/fmicb.2020.01002	 --
Fusarium culmorum	1704	NeFc1704	MT036662.1	105023	31.64	Y	https://www.ncbi.nlm.nih.gov/nuccore/MT036662.1	Kulik T, Brankovics B, van Diepeningen AD, et al. Diversity of Mobile Genetic Elements in the Mitogenomes of Closely Related Fusarium culmorum and F. graminearum sensu stricto Strains and Its Implication for Diagnostic Purposes. Front Microbiol. 2020,11:1002.	https://doi.org/10.3389/fmicb.2020.01002	 --
Fusarium culmorum	1701	NeFc1701	MT036661.1	105024	31.64	Y	https://www.ncbi.nlm.nih.gov/nuccore/MT036661.1	Kulik T, Brankovics B, van Diepeningen AD, et al. Diversity of Mobile Genetic Elements in the Mitogenomes of Closely Related Fusarium culmorum and F. graminearum sensu stricto Strains and Its Implication for Diagnostic Purposes. Front Microbiol. 2020,11:1002.	https://doi.org/10.3389/fmicb.2020.01002	 --
Fusarium culmorum	1696	NeFc1696	MT036660.1	103845	31.68	Y	https://www.ncbi.nlm.nih.gov/nuccore/MT036660.1	Kulik T, Brankovics B, van Diepeningen AD, et al. Diversity of Mobile Genetic Elements in the Mitogenomes of Closely Related Fusarium culmorum and F. graminearum sensu stricto Strains and Its Implication for Diagnostic Purposes. Front Microbiol. 2020,11:1002.	https://doi.org/10.3389/fmicb.2020.01002	 --
Fusarium culmorum	1695	NeFc1695	MT036659.1	103845	31.68	Y	https://www.ncbi.nlm.nih.gov/nuccore/MT036659.1	Kulik T, Brankovics B, van Diepeningen AD, et al. Diversity of Mobile Genetic Elements in the Mitogenomes of Closely Related Fusarium culmorum and F. graminearum sensu stricto Strains and Its Implication for Diagnostic Purposes. Front Microbiol. 2020,11:1002.	https://doi.org/10.3389/fmicb.2020.01002	 --
Fusarium culmorum	1658	NeFc1658	MT036658.1	103845	31.68	Y	https://www.ncbi.nlm.nih.gov/nuccore/MT036658.1	Kulik T, Brankovics B, van Diepeningen AD, et al. Diversity of Mobile Genetic Elements in the Mitogenomes of Closely Related Fusarium culmorum and F. graminearum sensu stricto Strains and Its Implication for Diagnostic Purposes. Front Microbiol. 2020,11:1002.	https://doi.org/10.3389/fmicb.2020.01002	 --
Fusarium culmorum	1588	NeFc1588	MT036657.1	103845	31.68	Y	https://www.ncbi.nlm.nih.gov/nuccore/MT036657.1	Kulik T, Brankovics B, van Diepeningen AD, et al. Diversity of Mobile Genetic Elements in the Mitogenomes of Closely Related Fusarium culmorum and F. graminearum sensu stricto Strains and Its Implication for Diagnostic Purposes. Front Microbiol. 2020,11:1002.	https://doi.org/10.3389/fmicb.2020.01002	 --
Fusarium culmorum	1531	NeFc1531	MT036656.1	103844	31.68	Y	https://www.ncbi.nlm.nih.gov/nuccore/MT036656.1	Kulik T, Brankovics B, van Diepeningen AD, et al. Diversity of Mobile Genetic Elements in the Mitogenomes of Closely Related Fusarium culmorum and F. graminearum sensu stricto Strains and Its Implication for Diagnostic Purposes. Front Microbiol. 2020,11:1002.	https://doi.org/10.3389/fmicb.2020.01002	 --
Fusarium culmorum	1513	NeFc1513	MT036655.1	103845	31.68	Y	https://www.ncbi.nlm.nih.gov/nuccore/MT036655.1	Kulik T, Brankovics B, van Diepeningen AD, et al. Diversity of Mobile Genetic Elements in the Mitogenomes of Closely Related Fusarium culmorum and F. graminearum sensu stricto Strains and Its Implication for Diagnostic Purposes. Front Microbiol. 2020,11:1002.	https://doi.org/10.3389/fmicb.2020.01002	 --
